cell_type
https://purl.org/ccf/ASCTB-TEMP_cge293
https://purl.org/ccf/ASCTB-TEMP_rounded-chondrocytes
https://purl.org/ccf/ASCTB-TEMP_splat428
http://purl.obolibrary.org/obo/CL_0009113
http://purl.obolibrary.org/obo/PCL_0015021
http://purl.obolibrary.org/obo/CL_3000002
https://purl.org/ccf/ASCTB-TEMP_pi16-fibroblast-cell-of-ureter
https://purl.org/ccf/ASCTB-TEMP_cge289
https://purl.org/ccf/ASCTB-TEMP_cd8-t
http://purl.obolibrary.org/obo/CL_0000913
https://purl.org/ccf/ASCTB-TEMP_llc269
https://purl.org/ccf/ASCTB-TEMP_splenic-red-pulp-stromal-cell
https://purl.org/ccf/ASCTB-TEMP_oligo46
http://purl.obolibrary.org/obo/CL_4030018
http://purl.obolibrary.org/obo/PCL_0015015
https://purl.org/ccf/ASCTB-TEMP_ca13187
https://purl.org/ccf/ASCTB-TEMP_mge239
http://purl.obolibrary.org/obo/CL_0000546
https://purl.org/ccf/ASCTB-TEMP_dlit142
https://purl.org/ccf/ASCTB-TEMP_splat387
https://purl.org/ccf/ASCTB-TEMP_msn211
https://purl.org/ccf/ASCTB-TEMP_mgl10
https://purl.org/ccf/ASCTB-TEMP_dlnp83
http://purl.obolibrary.org/obo/CL_1000695
http://purl.obolibrary.org/obo/CL_0000553
http://purl.obolibrary.org/obo/CL_2000059
http://purl.obolibrary.org/obo/CL_0002394
https://purl.org/ccf/ASCTB-TEMP_mge248
http://purl.obolibrary.org/obo/CL_0000895
https://purl.org/ccf/ASCTB-TEMP_ca4195
https://purl.org/ccf/ASCTB-TEMP_cge277
http://purl.obolibrary.org/obo/CL_0000824
https://purl.org/ccf/ASCTB-TEMP_fbl30
https://purl.org/ccf/ASCTB-TEMP_thex449
http://purl.obolibrary.org/obo/CL_4033028
http://purl.obolibrary.org/obo/CL_0002396
https://purl.org/ccf/ASCTB-TEMP_glial-cell
http://purl.obolibrary.org/obo/PCL_0015089
https://purl.org/ccf/ASCTB-TEMP_splenic-smooth-muscle-cell
http://purl.obolibrary.org/obo/CL_0019019
https://purl.org/ccf/ASCTB-TEMP_epen70
http://purl.obolibrary.org/obo/PCL_0015062
https://purl.org/ccf/ASCTB-TEMP_lrl321
http://purl.obolibrary.org/obo/CL_1000493
http://purl.obolibrary.org/obo/CL_0000745
https://purl.org/ccf/ASCTB-TEMP_dlct6b101
https://purl.org/ccf/ASCTB-TEMP_splat364
http://purl.obolibrary.org/obo/CL_0000915
http://purl.obolibrary.org/obo/CL_4033003
https://purl.org/ccf/ASCTB-TEMP_msn207
http://purl.obolibrary.org/obo/CL_0000682
https://purl.org/ccf/ASCTB-TEMP_dlit151
http://purl.obolibrary.org/obo/CL_0002453
https://purl.org/ccf/ASCTB-TEMP_cbi298
https://purl.org/ccf/ASCTB-TEMP_thex454
http://purl.obolibrary.org/obo/CL_0009108
http://purl.obolibrary.org/obo/PCL_0015042
https://purl.org/ccf/ASCTB-TEMP_fibroblast-mesenchymal-cell
http://purl.obolibrary.org/obo/CL_0009111
https://purl.org/ccf/ASCTB-TEMP_splat334
http://purl.obolibrary.org/obo/PCL_0015067
http://purl.obolibrary.org/obo/CL_0000096
https://purl.org/ccf/ASCTB-TEMP_l5et115
http://purl.obolibrary.org/obo/PCL_0015048
https://purl.org/ccf/ASCTB-TEMP_oligo49
https://purl.org/ccf/ASCTB-TEMP_thex447
http://purl.obolibrary.org/obo/CL_1000487
http://purl.obolibrary.org/obo/PCL_0015078
https://purl.org/ccf/ASCTB-TEMP_splat432
https://purl.org/ccf/ASCTB-TEMP_ca4197
https://purl.org/ccf/ASCTB-TEMP_cbi302
http://purl.obolibrary.org/obo/CL_0000636
http://purl.obolibrary.org/obo/CL_0002208
https://purl.org/ccf/ASCTB-TEMP_glandular-epithelial-cell
https://purl.org/ccf/ASCTB-TEMP_natural-killer-cell
https://purl.org/ccf/ASCTB-TEMP_splat415
http://purl.obolibrary.org/obo/CL_1000309
https://purl.org/ccf/ASCTB-TEMP_mge242
https://purl.org/ccf/ASCTB-TEMP_misc314
https://purl.org/ccf/ASCTB-TEMP_nonmucinous-cuboidal-epithelial-cell
http://purl.obolibrary.org/obo/CL_2000040
http://purl.obolibrary.org/obo/PCL_0015002
https://purl.org/ccf/ASCTB-TEMP_m1-like-macrophage
http://purl.obolibrary.org/obo/CL_0000826
https://purl.org/ccf/ASCTB-TEMP_vendac14
http://purl.obolibrary.org/obo/CL_0000171
http://purl.obolibrary.org/obo/PCL_0015066
https://purl.org/ccf/ASCTB-TEMP_myeloid-progenitor-mop-
https://purl.org/ccf/ASCTB-TEMP_amex408
https://purl.org/ccf/ASCTB-TEMP_dlit145
https://purl.org/ccf/ASCTB-TEMP_mge247
https://purl.org/ccf/ASCTB-TEMP_lrl319
https://purl.org/ccf/ASCTB-TEMP_misc166
http://purl.obolibrary.org/obo/CL_0000921
https://purl.org/ccf/ASCTB-TEMP_amex174
https://purl.org/ccf/ASCTB-TEMP_cbi299
https://purl.org/ccf/ASCTB-TEMP_dlct6b84
http://purl.obolibrary.org/obo/CL_0000669
http://purl.obolibrary.org/obo/PCL_0015073
http://purl.obolibrary.org/obo/PCL_0015053
http://purl.obolibrary.org/obo/CL_0002457
http://purl.obolibrary.org/obo/CL_0000077
https://purl.org/ccf/ASCTB-TEMP_splat357
http://purl.obolibrary.org/obo/CL_0019015
http://purl.obolibrary.org/obo/CL_0000359
http://purl.obolibrary.org/obo/PCL_0015124
http://purl.obolibrary.org/obo/PCL_0015076
http://purl.obolibrary.org/obo/CL_0000840
https://purl.org/ccf/ASCTB-TEMP_llc270
http://purl.obolibrary.org/obo/PCL_0015017
https://purl.org/ccf/ASCTB-TEMP_mgl4
http://purl.obolibrary.org/obo/CL_0000062
https://purl.org/ccf/ASCTB-TEMP_misc401
https://purl.org/ccf/ASCTB-TEMP_ulit120
https://purl.org/ccf/ASCTB-TEMP_splat413
http://purl.obolibrary.org/obo/PCL_0015006
http://purl.obolibrary.org/obo/CL_1000849
https://purl.org/ccf/ASCTB-TEMP_secretory-epithelial-cell
https://purl.org/ccf/ASCTB-TEMP_splat400
http://purl.obolibrary.org/obo/CL_0002303
https://purl.org/ccf/ASCTB-TEMP_splat351
https://purl.org/ccf/ASCTB-TEMP_msn209
https://purl.org/ccf/ASCTB-TEMP_nkcell2
https://purl.org/ccf/ASCTB-TEMP_adventitial-stromal-cell
https://purl.org/ccf/ASCTB-TEMP_thex450
https://purl.org/ccf/ASCTB-TEMP_residual-hypertrophic-chondrocytes
http://purl.obolibrary.org/obo/CL_0019002
http://purl.obolibrary.org/obo/CL_1000708
https://purl.org/ccf/ASCTB-TEMP_dlit149
http://purl.obolibrary.org/obo/CL_0002313
https://purl.org/ccf/ASCTB-TEMP_sinusoidal-cells
https://purl.org/ccf/ASCTB-TEMP_mono3
http://purl.obolibrary.org/obo/CL_0001203
http://purl.obolibrary.org/obo/CL_0000523
https://purl.org/ccf/ASCTB-TEMP_splat313
http://purl.obolibrary.org/obo/CL_0002224
http://purl.obolibrary.org/obo/PCL_0015025
https://purl.org/ccf/ASCTB-TEMP_stroma-type-iii-cell
http://purl.obolibrary.org/obo/CL_0000897
http://purl.obolibrary.org/obo/CL_4033007
https://purl.org/ccf/ASCTB-TEMP_misc176
http://purl.obolibrary.org/obo/CL_1001319
https://purl.org/ccf/ASCTB-TEMP_per23
http://purl.obolibrary.org/obo/PCL_0015041
https://purl.org/ccf/ASCTB-TEMP_thex457
http://purl.obolibrary.org/obo/CL_4033027
http://purl.obolibrary.org/obo/CL_0002437
https://purl.org/ccf/ASCTB-TEMP_dpt-fibroblast-cell-of-bladder
https://purl.org/ccf/ASCTB-TEMP_llc272
https://purl.org/ccf/ASCTB-TEMP_midi439
http://purl.obolibrary.org/obo/CL_1001285
https://purl.org/ccf/ASCTB-TEMP_thex446
http://purl.obolibrary.org/obo/CL_0000980
https://purl.org/ccf/ASCTB-TEMP_monocyte
http://purl.obolibrary.org/obo/CL_0000938
